,Mutualism,time_point,Strain,Mutualist,Culture_ID,Experimental_plate,OD,ln_diff,exp,is_anc,ODc_anc,ODcc,Combo_time
225,facultative,8,1069,AdeOP,5G,f,1.19,-0.103678429,-0.098484848,0,1.32,-0.098484848,8 - 5G
226,facultative,8,1069,AdeOP,5G,f,1.13,-0.155414104,-0.143939394,0,1.32,-0.143939394,8 - 5G
227,facultative,8,1069,AdeOP,6B,f,1.12,-0.164303051,-0.151515152,0,1.32,-0.151515152,8 - 6B
228,facultative,8,1069,AdeOP,6B,f,1.03,-0.248072934,-0.21969697,0,1.32,-0.21969697,8 - 6B
229,facultative,8,1069,AdeOP,6H,f,1.13,-0.155414104,-0.143939394,0,1.32,-0.143939394,8 - 6H
230,facultative,8,1069,AdeOP,6H,f,1.13,-0.155414104,-0.143939394,0,1.32,-0.143939394,8 - 6H
231,facultative,8,1069,AdeOP,6H,f,1.155,-0.133531393,-0.125,0,1.32,-0.125,8 - 6H
232,facultative,8,1063,AdeOP,5B,f,0.915,-0.449996063,-0.362369338,0,1.435,-0.362369338,8 - 5B
233,facultative,8,1063,AdeOP,5B,f,0.88,-0.488998221,-0.386759582,0,1.435,-0.386759582,8 - 5B
234,facultative,8,1063,AdeOP,5B,f,0.855,-0.517818659,-0.404181185,0,1.435,-0.404181185,8 - 5B
235,facultative,8,1063,AdeOP,5H,f,1.055,-0.307624082,-0.264808362,0,1.435,-0.264808362,8 - 5H
236,facultative,8,1063,AdeOP,5H,f,1.075,-0.288844188,-0.25087108,0,1.435,-0.25087108,8 - 5H
237,facultative,8,1063,AdeOP,5H,f,1.065,-0.29819005,-0.257839721,0,1.435,-0.257839721,8 - 5H
238,facultative,8,1063,AdeOP,6C,f,0.93,-0.433735542,-0.351916376,0,1.435,-0.351916376,8 - 6C
239,facultative,8,1063,AdeOP,6C,f,0.89,-0.477698665,-0.379790941,0,1.435,-0.379790941,8 - 6C
240,facultative,8,1063,AdeOP,6C,f,1.015,-0.346276237,-0.292682927,0,1.435,-0.292682927,8 - 6C
241,facultative,8,1063,AdeOP,6F,f,0.94,-0.423040253,-0.344947735,0,1.435,-0.344947735,8 - 6F
242,facultative,8,1063,AdeOP,6F,f,0.915,-0.449996063,-0.362369338,0,1.435,-0.362369338,8 - 6F
243,facultative,0,1051,LysOP,Ancestral,f,1.83,NA,0,1,1.83,0,0 - Ancestral
244,facultative,0,1039,LysOP,Ancestral,f,1.69,NA,0,1,1.69,0,0 - Ancestral
245,facultative,8,1051,LysOP,5D,f,2,0.088831214,0.092896175,0,1.83,0.092896175,8 - 5D
246,facultative,8,1051,LysOP,5D,f,1.89,0.032260862,0.032786885,0,1.83,0.032786885,8 - 5D
247,facultative,8,1051,LysOP,5D,f,1.93,0.053204036,0.054644809,0,1.83,0.054644809,8 - 5D
248,facultative,8,1051,LysOP,5G,f,1.96,0.068628506,0.071038251,0,1.83,0.071038251,8 - 5G
249,facultative,8,1051,LysOP,5G,f,2.12,0.147100122,0.158469945,0,1.83,0.158469945,8 - 5G
250,facultative,8,1051,LysOP,5G,f,2.05,0.113523826,0.120218579,0,1.83,0.120218579,8 - 5G
251,facultative,8,1051,LysOP,6B,f,2.15,0.161151875,0.174863388,0,1.83,0.174863388,8 - 6B
252,facultative,8,1051,LysOP,6B,f,1.99,0.083818672,0.087431694,0,1.83,0.087431694,8 - 6B
253,facultative,8,1051,LysOP,6H,f,1.97,0.073717576,0.076502732,0,1.83,0.076502732,8 - 6H
254,facultative,8,1051,LysOP,6H,f,1.8,-0.016529302,-0.016393443,0,1.83,-0.016393443,8 - 6H
255,facultative,8,1051,LysOP,6H,f,1.88,0.02695581,0.027322404,0,1.83,0.027322404,8 - 6H
256,facultative,8,1039,LysOP,5B,f,1.71,0.011764842,0.01183432,0,1.69,0.01183432,8 - 5B
257,facultative,8,1039,LysOP,5B,f,1.68,-0.005934736,-0.00591716,0,1.69,-0.00591716,8 - 5B
258,facultative,8,1039,LysOP,5B,f,1.6,-0.0547249,-0.053254438,0,1.69,-0.053254438,8 - 5B
259,facultative,8,1039,LysOP,5H,f,2.22,0.272778667,0.313609467,0,1.69,0.313609467,8 - 5H
260,facultative,8,1039,LysOP,5H,f,2.31,0.312518996,0.366863905,0,1.69,0.366863905,8 - 5H
261,facultative,8,1039,LysOP,6C,f,1.74,0.029156584,0.029585799,0,1.69,0.029585799,8 - 6C
262,facultative,8,1039,LysOP,6C,f,1.75,0.034887259,0.035502959,0,1.69,0.035502959,8 - 6C
263,facultative,8,1039,LysOP,6C,f,1.66,-0.017910927,-0.017751479,0,1.69,-0.017751479,8 - 6C
264,facultative,8,1039,LysOP,6F,f,2.04,0.188221279,0.207100592,0,1.69,0.207100592,8 - 6F
265,facultative,8,1039,LysOP,6F,f,2.13,0.231393451,0.26035503,0,1.69,0.26035503,8 - 6F
266,facultative,8,1039,LysOP,6F,f,1.99,0.16340611,0.177514793,0,1.69,0.177514793,8 - 6F
267,obligate,2,1069,AdeOP,39,1,1.175,0.049428666,0.050670641,0,1.118333333,0.050670641,Feb-39
268,obligate,2,1069,AdeOP,41,1,1.1,-0.016529302,-0.016393443,0,1.118333333,-0.016393443,Feb-41
269,obligate,2,1069,AdeOP,47,1,0.87,-0.251101549,-0.222056632,0,1.118333333,-0.222056632,Feb-47
270,obligate,4,1069,AdeOP,39,1,1.02,-0.092036854,-0.087928465,0,1.118333333,-0.087928465,Apr-39
271,obligate,4,1069,AdeOP,41,1,0.79,-0.347561815,-0.293591654,0,1.118333333,-0.293591654,Apr-41
272,obligate,4,1069,AdeOP,47,1,0.97,-0.142298689,-0.132637854,0,1.118333333,-0.132637854,Apr-47
273,obligate,2,1063,AdeOP,46,1,1.07,-0.132557398,-0.12414734,0,1.221666667,-0.12414734,Feb-46
274,obligate,2,1063,AdeOP,47,1,1.06,-0.141947139,-0.132332879,0,1.221666667,-0.132332879,Feb-47
275,obligate,4,1063,AdeOP,46,1,1.205,-0.01373648,-0.013642565,0,1.221666667,-0.013642565,Apr-46
276,obligate,4,1063,AdeOP,47,1,0.935,-0.267424796,-0.234652115,0,1.221666667,-0.234652115,Apr-47
277,obligate,4,1063,AdeOP,48,1,1.165,-0.04749496,-0.04638472,0,1.221666667,-0.04638472,Apr-48
278,obligate,8,1069,AdeOP,39,1,0.75,-0.399521554,-0.329359165,0,1.118333333,-0.329359165,Aug-39
279,obligate,8,1069,AdeOP,41,1,0.905,-0.211659817,-0.19076006,0,1.118333333,-0.19076006,Aug-41
280,obligate,8,1069,AdeOP,47,1,1.02,-0.092036854,-0.087928465,0,1.118333333,-0.087928465,Aug-47
281,obligate,8,1063,AdeOP,46,1,1.145,-0.06481141,-0.062755798,0,1.221666667,-0.062755798,Aug-46
282,obligate,8,1063,AdeOP,47,1,0.8,-0.423359598,-0.345156889,0,1.221666667,-0.345156889,Aug-47
283,obligate,8,1063,AdeOP,48,1,1.01,-0.190265716,-0.173260573,0,1.221666667,-0.173260573,Aug-48
284,obligate,2,1069,AdeOP,39,1,1.2,0.070482075,0.073025335,0,1.118333333,0.073025335,Feb-39
285,obligate,2,1069,AdeOP,41,1,1.17,0.045164267,0.046199702,0,1.118333333,0.046199702,Feb-41
286,obligate,2,1069,AdeOP,47,1,1.035,-0.077438055,-0.074515648,0,1.118333333,-0.074515648,Feb-47
287,obligate,4,1069,AdeOP,39,1,1.07,-0.044180833,-0.043219076,0,1.118333333,-0.043219076,Apr-39
288,obligate,4,1069,AdeOP,41,1,0.97,-0.142298689,-0.132637854,0,1.118333333,-0.132637854,Apr-41
289,obligate,4,1069,AdeOP,47,1,1.075,-0.03951882,-0.038748137,0,1.118333333,-0.038748137,Apr-47
290,obligate,2,1063,AdeOP,46,1,0.96,-0.241038041,-0.214188267,0,1.221666667,-0.214188267,Feb-46
291,obligate,2,1063,AdeOP,47,1,0.93,-0.27278674,-0.238744884,0,1.221666667,-0.238744884,Feb-47
292,obligate,4,1063,AdeOP,46,1,1.115,-0.091361642,-0.087312415,0,1.221666667,-0.087312415,Apr-46
293,obligate,4,1063,AdeOP,47,1,0.83,-0.386545625,-0.320600273,0,1.221666667,-0.320600273,Apr-47
294,obligate,4,1063,AdeOP,48,1,1.04,-0.160995334,-0.148703956,0,1.221666667,-0.148703956,Apr-48
295,obligate,8,1069,AdeOP,39,1,0.795,-0.341252646,-0.289120715,0,1.118333333,-0.289120715,Aug-39
296,obligate,8,1069,AdeOP,41,1,0.91,-0.206150161,-0.186289121,0,1.118333333,-0.186289121,Aug-41
297,obligate,8,1069,AdeOP,47,1,1.085,-0.030259495,-0.029806259,0,1.118333333,-0.029806259,Aug-47
298,obligate,8,1063,AdeOP,46,1,1.205,-0.01373648,-0.013642565,0,1.221666667,-0.013642565,Aug-46
299,obligate,8,1063,AdeOP,47,1,0.825,-0.392587939,-0.324693042,0,1.221666667,-0.324693042,Aug-47
300,obligate,8,1063,AdeOP,48,1,1.22,-0.001365188,-0.001364256,0,1.221666667,-0.001364256,Aug-48
301,obligate,0,1069,AdeOP,Ancestral,1,1.04,NA,NA,1,1.118333333,-0.070044709,0 - Ancestral
302,obligate,0,1063,AdeOP,Ancestral,1,1.365,NA,NA,1,1.221666667,0.117326057,0 - Ancestral
303,obligate,0,1069,AdeOP,Ancestral,1,1.02,NA,NA,1,1.118333333,-0.087928465,0 - Ancestral
304,obligate,0,1069,AdeOP,Ancestral,1,1.19,NA,NA,1,1.118333333,0.064083458,0 - Ancestral
305,obligate,0,1063,AdeOP,Ancestral,1,1.25,NA,NA,1,1.221666667,0.02319236,0 - Ancestral
306,obligate,0,1069,AdeOP,Ancestral,1,1.15,NA,NA,1,1.118333333,0.028315946,0 - Ancestral
307,obligate,0,1069,AdeOP,Ancestral,1,1.07,NA,NA,1,1.118333333,-0.043219076,0 - Ancestral
308,obligate,0,1063,AdeOP,Ancestral,1,1.31,NA,NA,1,1.221666667,0.072305593,0 - Ancestral
309,obligate,0,1063,AdeOP,Ancestral,1,1.045,NA,NA,1,1.221666667,-0.144611187,0 - Ancestral
310,obligate,0,1069,AdeOP,Ancestral,1,1.24,NA,NA,1,1.118333333,0.108792846,0 - Ancestral
311,obligate,0,1063,AdeOP,Ancestral,1,1.17,NA,NA,1,1.221666667,-0.042291951,0 - Ancestral
312,obligate,0,1063,AdeOP,Ancestral,1,1.19,NA,NA,1,1.221666667,-0.025920873,0 - Ancestral
313,obligate,10,1069,AdeOP,39,2,0.666,0.040342463,0.041167275,0,0.639666667,0.041167275,Oct-39
314,obligate,10,1069,AdeOP,41,2,0.578,-0.101373339,-0.096404377,0,0.639666667,-0.096404377,Oct-41
315,obligate,10,1069,AdeOP,47,2,0.531,-0.186185186,-0.169880146,0,0.639666667,-0.169880146,Oct-47
316,obligate,15,1069,AdeOP,39,2,0.597,-0.069030094,-0.066701407,0,0.639666667,-0.066701407,15 - 39
317,obligate,15,1069,AdeOP,41,2,0.952,0.397617827,0.488275143,0,0.639666667,0.488275143,15 - 41
318,obligate,10,1069,AdeOP,39,2,0.627,-0.020000667,-0.01980198,0,0.639666667,-0.01980198,Oct-39
319,obligate,10,1069,AdeOP,41,2,0.34,-0.63200159,-0.468473163,0,0.639666667,-0.468473163,Oct-41
320,obligate,10,1069,AdeOP,47,2,0.557,-0.138381967,-0.129233976,0,0.639666667,-0.129233976,Oct-47
321,obligate,15,1069,AdeOP,39,2,0.58,-0.097919104,-0.093277749,0,0.639666667,-0.093277749,15 - 39
322,obligate,15,1069,AdeOP,41,2,0.566,-0.122353129,-0.115164148,0,0.639666667,-0.115164148,15 - 41
323,obligate,15,1069,AdeOP,47,2,0.796,0.218651979,0.244398124,0,0.639666667,0.244398124,15 - 47
324,obligate,10,1069,AdeOP,39,2,0.678,0.058200081,0.059927045,0,0.639666667,0.059927045,Oct-39
325,obligate,10,1069,AdeOP,41,2,0.601,-0.062352273,-0.06044815,0,0.639666667,-0.06044815,Oct-41
326,obligate,10,1069,AdeOP,47,2,0.643,0.005197517,0.005211047,0,0.639666667,0.005211047,Oct-47
327,obligate,15,1069,AdeOP,39,2,0.688,0.072841631,0.075560188,0,0.639666667,0.075560188,15 - 39
328,obligate,15,1069,AdeOP,41,2,0.666,0.040342463,0.041167275,0,0.639666667,0.041167275,15 - 41
329,obligate,15,1069,AdeOP,47,2,0.692,0.078638748,0.081813445,0,0.639666667,0.081813445,15 - 47
330,obligate,10,1063,AdeOP,46,2,0.508,-0.277542255,-0.24235645,0,0.6705,-0.24235645,Oct-46
331,obligate,10,1063,AdeOP,47,2,0.599,-0.112762105,-0.106636838,0,0.6705,-0.106636838,Oct-47
332,obligate,10,1063,AdeOP,48,2,0.574,-0.155394306,-0.143922446,0,0.6705,-0.143922446,Oct-48
333,obligate,15,1063,AdeOP,46,2,0.696,0.037325958,0.03803132,0,0.6705,0.03803132,15 - 46
334,obligate,15,1063,AdeOP,47,2,0.599,-0.112762105,-0.106636838,0,0.6705,-0.106636838,15 - 47
335,obligate,15,1063,AdeOP,48,2,0.675,0.006688988,0.006711409,0,0.6705,0.006711409,15 - 48
336,obligate,10,1063,AdeOP,46,2,0.729,0.083650029,0.087248322,0,0.6705,0.087248322,Oct-46
337,obligate,10,1063,AdeOP,47,2,0.536,-0.223889542,-0.20059657,0,0.6705,-0.20059657,Oct-47
338,obligate,10,1063,AdeOP,48,2,0.695,0.035888143,0.036539896,0,0.6705,0.036539896,Oct-48
339,obligate,15,1063,AdeOP,46,2,0.892,0.28544243,0.330350485,0,0.6705,0.330350485,15 - 46
340,obligate,15,1063,AdeOP,47,2,0.686,0.022853925,0.023117077,0,0.6705,0.023117077,15 - 47
341,obligate,15,1063,AdeOP,48,2,0.676,0.008169373,0.008202834,0,0.6705,0.008202834,15 - 48
342,obligate,10,1063,AdeOP,46,2,0.647,-0.035677408,-0.035048471,0,0.6705,-0.035048471,Oct-46
343,obligate,10,1063,AdeOP,47,2,0.554,-0.190859016,-0.173750932,0,0.6705,-0.173750932,Oct-47
344,obligate,10,1063,AdeOP,48,2,0.626,-0.068673332,-0.066368382,0,0.6705,-0.066368382,Oct-48
345,obligate,15,1063,AdeOP,46,2,0.747,0.108041482,0.11409396,0,0.6705,0.11409396,15 - 46
346,obligate,15,1063,AdeOP,47,2,0.58,-0.144995599,-0.1349739,0,0.6705,-0.1349739,15 - 47
347,obligate,15,1063,AdeOP,48,2,0.648,-0.034133006,-0.033557047,0,0.6705,-0.033557047,15 - 48
348,obligate,0,1069,,Ancestral,2,0.706,NA,NA,1,0.639666667,0.103699844,0 - Ancestral
349,obligate,0,1069,,Ancestral,2,0.612,NA,NA,1,0.639666667,-0.043251694,0 - Ancestral
350,obligate,0,1069,,Ancestral,2,0.625,NA,NA,1,0.639666667,-0.022928609,0 - Ancestral
351,obligate,0,1069,,Ancestral,2,0.621,NA,NA,1,0.639666667,-0.029181866,0 - Ancestral
352,obligate,0,1069,,Ancestral,2,0.707,NA,NA,1,0.639666667,0.105263158,0 - Ancestral
353,obligate,0,1069,,Ancestral,2,0.567,NA,NA,1,0.639666667,-0.113600834,0 - Ancestral
354,obligate,0,1063,,Ancestral,2,0.68,NA,NA,1,0.6705,0.014168531,0 - Ancestral
355,obligate,0,1063,,Ancestral,2,0.661,NA,NA,1,0.6705,-0.014168531,0 - Ancestral
356,obligate,0,1063,,Ancestral,2,0.701,NA,NA,1,0.6705,0.045488441,0 - Ancestral
357,obligate,0,1063,,Ancestral,2,0.67,NA,NA,1,0.6705,-0.000745712,0 - Ancestral
358,obligate,0,1063,,Ancestral,2,0.62,NA,NA,1,0.6705,-0.075316928,0 - Ancestral
359,obligate,0,1063,,Ancestral,2,0.691,NA,NA,1,0.6705,0.030574198,0 - Ancestral
360,obligate,2,1051,LysOP,39,3,1.83,0.057847451,0.05955335,0,1.765833333,0.036337895,Feb-39
361,obligate,2,1051,LysOP,41,3,2.055,0.173807332,0.189826303,0,1.765833333,0.163756489,Feb-41
362,obligate,2,1051,LysOP,47,3,1.18,-0.380954077,-0.316790736,0,1.765833333,-0.331760264,Feb-47
363,obligate,4,1051,LysOP,39,3,2.77,0.472378805,0.603804797,0,1.765833333,0.568664464,Apr-39
364,obligate,4,1051,LysOP,41,3,2.13,0.209653464,0.23325062,0,1.765833333,0.206229353,Apr-41
365,obligate,4,1051,LysOP,47,3,1.93,0.111051487,0.11745244,0,1.765833333,0.092968381,Apr-47
366,obligate,2,1039,LysOP,46,3,1.23,-0.22854897,-0.204312668,0,1.545833333,-0.204312668,Feb-46
367,obligate,2,1039,LysOP,47,3,1.26,-0.204451418,-0.18490566,0,1.545833333,-0.18490566,Feb-47
368,obligate,2,1039,LysOP,48,3,1.305,-0.169360098,-0.155795148,0,1.545833333,-0.155795148,Feb-48
369,obligate,4,1039,LysOP,46,3,1.54,-0.003780723,-0.003773585,0,1.545833333,-0.003773585,Apr-46
370,obligate,4,1039,LysOP,47,3,1.7,0.095065112,0.099730458,0,1.545833333,0.099730458,Apr-47
371,obligate,4,1039,LysOP,48,3,1.43,-0.077888695,-0.074932615,0,1.545833333,-0.074932615,Apr-48
372,obligate,8,1051,LysOP,39,3,1.93,0.111051487,0.11745244,0,1.765833333,0.092968381,Aug-39
373,obligate,8,1051,LysOP,41,3,1.76,0.018845293,0.019023987,0,1.765833333,-0.003303445,Aug-41
374,obligate,8,1051,LysOP,47,3,1.94,0.116219458,0.123242349,0,1.765833333,0.09863143,Aug-47
375,obligate,8,1039,LysOP,46,3,1.555,0.005912406,0.005929919,0,1.545833333,0.005929919,Aug-46
376,obligate,8,1039,LysOP,47,3,3.56,0.834197406,1.30296496,0,1.545833333,1.30296496,Aug-47
377,obligate,8,1039,LysOP,48,3,1.72,0.106761152,0.112668464,0,1.545833333,0.112668464,Aug-48
378,obligate,2,1051,LysOP,39,3,1.765,0.021682175,0.021918941,0,1.765833333,-0.000471921,Feb-39
379,obligate,2,1051,LysOP,41,3,2.055,0.173807332,0.189826303,0,1.765833333,0.163756489,Feb-41
380,obligate,2,1051,LysOP,47,3,1.74,0.007416598,0.007444169,0,1.765833333,-0.014629542,Feb-47
381,obligate,4,1051,LysOP,39,3,2.685,0.441212212,0.554590571,0,1.765833333,0.520528551,Apr-39
382,obligate,4,1051,LysOP,41,3,2.215,0.248783888,0.282464847,0,1.765833333,0.254365267,Apr-41
383,obligate,4,1051,LysOP,47,3,1.83,0.057847451,0.05955335,0,1.765833333,0.036337895,Apr-47
384,obligate,2,1039,LysOP,46,3,1.185,-0.265820365,-0.233423181,0,1.545833333,-0.233423181,Feb-46
385,obligate,2,1039,LysOP,47,3,1.32,-0.157931403,-0.146091644,0,1.545833333,-0.146091644,Feb-47
386,obligate,2,1039,LysOP,48,3,1.21,-0.24494278,-0.217250674,0,1.545833333,-0.217250674,Feb-48
387,obligate,4,1039,LysOP,46,3,1.515,-0.0201477,-0.019946092,0,1.545833333,-0.019946092,Apr-46
388,obligate,4,1039,LysOP,47,3,1.9,0.206290747,0.229110512,0,1.545833333,0.229110512,Apr-47
389,obligate,4,1039,LysOP,48,3,1.395,-0.102668724,-0.097574124,0,1.545833333,-0.097574124,Apr-48
390,obligate,8,1051,LysOP,39,3,2.15,0.218999327,0.244830438,0,1.765833333,0.217555451,Aug-39
391,obligate,8,1051,LysOP,41,3,1.86,0.074107972,0.076923077,0,1.765833333,0.053327041,Aug-41
392,obligate,8,1051,LysOP,47,3,2.05,0.171371278,0.186931348,0,1.765833333,0.160924965,Aug-47
393,obligate,8,1039,LysOP,46,3,1.595,0.031310597,0.03180593,0,1.545833333,0.03180593,Aug-46
394,obligate,8,1039,LysOP,47,3,5.01,1.175872776,2.24097035,0,1.545833333,2.24097035,Aug-47
395,obligate,8,1039,LysOP,48,3,1.795,0.149441883,0.161185984,0,1.545833333,0.161185984,Aug-48
396,obligate,0,1051,LysOP,Ancestral,3,1.84,NA,NA,1,1.765833333,0.042000944,0 - Ancestral
397,obligate,0,1039,LysOP,Ancestral,3,1.46,NA,NA,1,1.545833333,-0.055525606,0 - Ancestral
398,obligate,0,1051,LysOP,Ancestral,3,1.555,NA,NA,1,1.765833333,-0.119395941,0 - Ancestral
399,obligate,0,1051,LysOP,Ancestral,3,1.785,NA,NA,1,1.765833333,0.010854176,0 - Ancestral
400,obligate,0,1039,LysOP,Ancestral,3,1.485,NA,NA,1,1.545833333,-0.0393531,0 - Ancestral
401,obligate,0,1051,LysOP,Ancestral,3,1.795,NA,NA,1,1.765833333,0.016517225,0 - Ancestral
402,obligate,0,1051,LysOP,Ancestral,3,1.865,NA,NA,1,1.765833333,0.056158565,0 - Ancestral
403,obligate,0,1039,LysOP,Ancestral,3,1.78,NA,NA,1,1.545833333,0.15148248,0 - Ancestral
404,obligate,0,1039,LysOP,Ancestral,3,1.495,NA,NA,1,1.545833333,-0.032884097,0 - Ancestral
405,obligate,0,1051,LysOP,Ancestral,3,1.755,NA,NA,1,1.765833333,-0.006134969,0 - Ancestral
406,obligate,0,1039,LysOP,Ancestral,3,1.49,NA,NA,1,1.545833333,-0.036118598,0 - Ancestral
407,obligate,0,1039,LysOP,Ancestral,3,1.565,NA,NA,1,1.545833333,0.012398922,0 - Ancestral
408,obligate,10,1051,LysOP,39,4,6.21,0.3254224,0.384615385,0,4.485,0.384615385,Oct-39
409,obligate,10,1051,LysOP,41,4,5.03,0.114681489,0.121516165,0,4.485,0.121516165,Oct-41
410,obligate,10,1051,LysOP,47,4,4.96,0.100667245,0.105908584,0,4.485,0.105908584,Oct-47
411,obligate,15,1051,LysOP,39,4,5.41,0.187510597,0.206243032,0,4.485,0.206243032,15 - 39
412,obligate,15,1051,LysOP,41,4,4.36,-0.028266438,-0.02787068,0,4.485,-0.02787068,15 - 41
413,obligate,15,1051,LysOP,47,4,4.68,0.042559614,0.043478261,0,4.485,0.043478261,15 - 47
414,obligate,10,1051,LysOP,39,4,6.19,0.322196591,0.380156076,0,4.485,0.380156076,Oct-39
415,obligate,10,1051,LysOP,41,4,5,0.108699417,0.114827202,0,4.485,0.114827202,Oct-41
416,obligate,10,1051,LysOP,47,4,5.52,0.207639365,0.230769231,0,4.485,0.230769231,Oct-47
417,obligate,15,1051,LysOP,39,4,5.46,0.196710294,0.217391304,0,4.485,0.217391304,15 - 39
418,obligate,15,1051,LysOP,41,4,4.37,-0.025975486,-0.025641026,0,4.485,-0.025641026,15 - 41
419,obligate,15,1051,LysOP,47,4,4.33,-0.035170953,-0.034559643,0,4.485,-0.034559643,15 - 47
420,obligate,10,1051,LysOP,39,4,6.41,0.357120775,0.429208473,0,4.485,0.429208473,Oct-39
421,obligate,10,1051,LysOP,41,4,5.37,0.180089413,0.197324415,0,4.485,0.197324415,Oct-41
422,obligate,10,1051,LysOP,47,4,5.54,0.211256005,0.23522854,0,4.485,0.23522854,Oct-47
423,obligate,15,1051,LysOP,39,4,5.64,0.22914557,0.257525084,0,4.485,0.257525084,15 - 39
424,obligate,15,1051,LysOP,41,4,4.11,-0.087315467,-0.08361204,0,4.485,-0.08361204,15 - 41
425,obligate,15,1051,LysOP,47,4,4.73,0.053186707,0.054626533,0,4.485,0.054626533,15 - 47
426,obligate,10,1039,LysOP,46,4,4.09,-0.016569383,-0.016432866,0,4.158333333,-0.016432866,Oct-46
427,obligate,10,1039,LysOP,47,4,4.92,0.168194178,0.183166333,0,4.158333333,0.183166333,Oct-47
428,obligate,10,1039,LysOP,48,4,4.6,0.100941951,0.106212425,0,4.158333333,0.106212425,Oct-48
429,obligate,15,1039,LysOP,46,4,4.59,0.098765671,0.103807615,0,4.158333333,0.103807615,15 - 46
430,obligate,15,1039,LysOP,47,4,1.36,-1.117629653,-0.672945892,0,4.158333333,-0.672945892,15 - 47
431,obligate,15,1039,LysOP,48,4,4.16,0.000400721,0.000400802,0,4.158333333,0.000400802,15 - 48
432,obligate,10,1039,LysOP,46,4,4.07,-0.021471354,-0.021242485,0,4.158333333,-0.021242485,Oct-46
433,obligate,10,1039,LysOP,47,4,5.38,0.257574021,0.293787575,0,4.158333333,0.293787575,Oct-47
434,obligate,10,1039,LysOP,48,4,4.67,0.116044719,0.123046092,0,4.158333333,0.123046092,Oct-48
435,obligate,15,1039,LysOP,46,4,4.97,0.178305487,0.195190381,0,4.158333333,0.195190381,15 - 46
436,obligate,15,1039,LysOP,47,4,5.68,0.31183688,0.365931864,0,4.158333333,0.365931864,15 - 47
437,obligate,15,1039,LysOP,48,4,4.98,0.180315538,0.19759519,0,4.158333333,0.19759519,15 - 48
438,obligate,10,1039,LysOP,46,4,4.08,-0.019017365,-0.018837675,0,4.158333333,-0.018837675,Oct-46
439,obligate,10,1039,LysOP,47,4,5.02,0.188315581,0.207214429,0,4.158333333,0.207214429,Oct-47
440,obligate,10,1039,LysOP,48,4,4.36,0.047357704,0.048496994,0,4.158333333,0.048496994,Oct-48
441,obligate,15,1039,LysOP,46,4,4.85,0.153864352,0.166332665,0,4.158333333,0.166332665,15 - 46
442,obligate,15,1039,LysOP,47,4,4.8,0.143501565,0.154308617,0,4.158333333,0.154308617,15 - 47
443,obligate,15,1039,LysOP,48,4,4.85,0.153864352,0.166332665,0,4.158333333,0.166332665,15 - 48
444,obligate,0,1051,LysOP,Ancestral,4,4.16,NA,NA,1,4.485,-0.072463768,0 - Ancestral
445,obligate,0,1051,LysOP,Ancestral,4,4.43,NA,NA,1,4.485,-0.012263099,0 - Ancestral
446,obligate,0,1051,LysOP,Ancestral,4,4.09,NA,NA,1,4.485,-0.088071349,0 - Ancestral
447,obligate,0,1051,LysOP,Ancestral,4,4.29,NA,NA,1,4.485,-0.043478261,0 - Ancestral
448,obligate,0,1051,LysOP,Ancestral,4,5.1,NA,NA,1,4.485,0.137123746,0 - Ancestral
449,obligate,0,1051,LysOP,Ancestral,4,4.84,NA,NA,1,4.485,0.079152731,0 - Ancestral
450,obligate,0,1039,LysOP,Ancestral,4,3.82,NA,NA,1,4.158333333,-0.081362725,0 - Ancestral
451,obligate,0,1039,LysOP,Ancestral,4,3.98,NA,NA,1,4.158333333,-0.042885772,0 - Ancestral
452,obligate,0,1039,LysOP,Ancestral,4,4.28,NA,NA,1,4.158333333,0.029258517,0 - Ancestral
453,obligate,0,1039,LysOP,Ancestral,4,3.78,NA,NA,1,4.158333333,-0.090981964,0 - Ancestral
454,obligate,0,1039,LysOP,Ancestral,4,4.56,NA,NA,1,4.158333333,0.096593186,0 - Ancestral
455,obligate,0,1039,LysOP,Ancestral,4,4.53,NA,NA,1,4.158333333,0.089378758,0 - Ancestral